"date","site_id","restoration_type","start_time","time_segment","common_name","number","distance","HSF","scientific_name","eBird_codes","time_of_day","data_type"
"2019-12-02","HP36P4B","BM",6.48,2,"Indian White-eye",1,15,"H","Zosterops palpebrosus","IWEY","6AM to 7AM","point_count"
"2019-12-02","HP36P4B","BM",6.48,2,"Puff-throated Babbler",1,20,"H","Pellorneum ruficeps","PTBA","6AM to 7AM","point_count"
"2019-12-02","HP36P4B","BM",6.48,2,"Velvet-fronted Nuthatch",1,15,"H","Sitta frontalis","VFNU","6AM to 7AM","point_count"
"2019-12-02","HP36P4B","BM",6.48,2,"Gray-headed Canary-Flycatcher",1,5,"H","Culicicapa ceylonensis","GHCF","6AM to 7AM","point_count"
"2019-12-02","HP36P4B","BM",6.48,3,"Green Warbler",1,5,"H","Phylloscopus nitidus","GRNW","6AM to 7AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,1,"Crimson-backed Sunbird",1,15,"H","Leptocoma minima","CBSU","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,1,"Brown-cheeked Fulvetta",1,20,"H","Alcippe poioicephala","BCFU","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,1,"White-cheeked Barbet",2,20,"H","Psilopogon viridis","WCBA","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,1,"Indian White-eye",1,5,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,1,"Green Warbler",1,10,"H","Phylloscopus nitidus","GRNW","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,1,"Vernal Hanging-Parrot",1,10,"H","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,1,"White-cheeked Barbet",1,20,"H","Psilopogon viridis","WCBA","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,1,"Indian Scimitar-Babbler",2,20,"H","Pomatorhinus horsfieldii","ISBA","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,1,"Nilgiri Flowerpecker",2,10,"H","Dicaeum concolor","NIFP","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,1,"Crimson-backed Sunbird",1,10,"H","Leptocoma minima","CBSU","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,2,"White-cheeked Barbet",1,30,"H","Psilopogon viridis","WCBA","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,2,"Malabar Barbet",1,30,"H","Psilopogon malabaricus","MABA","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,3,"Square-tailed Bulbul",1,20,"H","Hypsipetes ganeesa ganeesa","STBU","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,3,"Large-billed Leaf Warbler",1,15,"H","Phylloscopus magnirostris","LBLW","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,3,"Vernal Hanging-Parrot",1,10,"F","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,3,"Greenish Warbler",1,10,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","point_count"
"2020-03-21","HP36P4B","BM",8.55,3,"Yellow-browed Bulbul",1,15,"H","Iole indica","YBBU","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,1,"Malabar Barbet",1,20,"H","Psilopogon malabaricus","MABA","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,1,"Southern Hill Myna",1,20,"H","Gracula indica","SHMY","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,1,"Indian Scimitar-Babbler",1,15,"H","Pomatorhinus horsfieldii","ISBA","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,1,"Asian Fairy-bluebird",1,15,"H","Irena puella","AFBL","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,1,"Greater Coucal",1,15,"H","Centropus sinensis","GRCO","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,1,"Orange Minivet",1,15,"H","Pericrocotus flammeus","ORMI","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,1,"Yellow-browed Bulbul",1,5,"S","Iole indica","YBBU","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,1,"Vernal Hanging-Parrot",1,10,"H","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,1,"Nilgiri Flowerpecker",1,10,"H","Dicaeum concolor","NIFP","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,2,"Indian White-eye",1,15,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,2,"Greenish Warbler",1,10,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,2,"White-cheeked Barbet",2,20,"H","Psilopogon viridis","WCBA","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,3,"Square-tailed Bulbul",1,15,"H","Hypsipetes ganeesa ganeesa","STBU","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,3,"Large-billed Crow",1,30,"H","Corvus macrorhynchos","LBCR","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,3,"Puff-throated Babbler",1,30,"H","Pellorneum ruficeps","PTBA","8AM to 9AM","point_count"
"2020-03-04","HP36P4B","BM",8.35,3,"Malabar Barbet",1,20,"H","Psilopogon malabaricus","MABA","8AM to 9AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,1,"Nilgiri Flowerpecker",1,15,"H","Dicaeum concolor","NIFP","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,1,"Greater Racket-tailed Drongo",1,15,"H","Dicrurus paradiseus","GRTD","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,1,"Yellow-browed Bulbul",1,15,"H","Iole indica","YBBU","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,1,"Puff-throated Babbler",1,15,"H","Pellorneum ruficeps","PTBA","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,1,"Gray-headed Canary-Flycatcher",1,10,"H","Culicicapa ceylonensis","GHCF","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,1,"Large-billed Crow",1,10,"H","Corvus macrorhynchos","LBCR","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,1,"Greater Coucal",1,20,"H","Centropus sinensis","GRCO","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,1,"Greenish Warbler",1,10,"H","Phylloscopus trochiloides","GRWA","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,1,"Yellow-browed Bulbul",1,20,"H","Iole indica","YBBU","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,1,"Brown-cheeked Fulvetta",1,15,"H","Alcippe poioicephala","BCFU","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,1,"Black-naped Monarch",1,15,"H","Hypothymis azurea","BNMO","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,1,"Nilgiri Flowerpecker",1,10,"H","Dicaeum concolor","NIFP","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,1,"White-cheeked Barbet",1,30,"H","Psilopogon viridis","WCBA","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,2,"White-bellied Blue Flycatcher",1,10,"H","Cyornis pallidipes","WBBF","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,2,"White-cheeked Barbet",1,10,"H","Psilopogon viridis","WCBA","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,2,"Orange Minivet",1,20,"H","Pericrocotus flammeus","ORMI","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,2,"Indian Paradise-Flycatcher",1,15,"H","Terpsiphone paradisi","IPFL","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,2,"Indian Scimitar-Babbler",1,30,"H","Pomatorhinus horsfieldii","ISBA","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,3,"Velvet-fronted Nuthatch",1,10,"H","Sitta frontalis","VFNU","6AM to 7AM","point_count"
"2020-02-08","HP36P4B","BM",6.48,3,"Greenish Warbler",1,20,"H","Phylloscopus trochiloides","GRWA","6AM to 7AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,1,"Crimson-backed Sunbird",1,15,"H","Leptocoma minima","CBSU","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,1,"Square-tailed Bulbul",1,15,"H","Hypsipetes ganeesa ganeesa","STBU","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,1,"Chestnut-headed Bee-eater",1,20,"H","Merops leschenaulti","CHBE","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,1,"Vernal Hanging-Parrot",1,15,"H","Loriculus vernalis","VHPA","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,1,"Greenish Warbler",1,20,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,1,"White-cheeked Barbet",2,30,"H","Psilopogon viridis","WCBA","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,1,"Yellow-browed Bulbul",1,30,"H","Iole indica","YBBU","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,2,"Malabar Barbet",1,30,"H","Psilopogon malabaricus","MABA","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,2,"Indian White-eye",1,15,"H","Zosterops palpebrosus","IWEY","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,2,"Green Warbler",1,15,"H","Phylloscopus nitidus","GRNW","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,2,"Nilgiri Flowerpecker",1,5,"H","Dicaeum concolor","NIFP","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,3,"Large-billed Leaf Warbler",1,20,"H","Phylloscopus magnirostris","LBLW","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,3,"Greenish Warbler",1,5,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,3,"Vernal Hanging-Parrot",1,15,"H","Loriculus vernalis","VHPA","7AM to 8AM","point_count"
"2020-01-22","HP36P4B","BM",7.54,3,"Gray-headed Canary-Flycatcher",1,30,"H","Culicicapa ceylonensis","GHCF","7AM to 8AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,1,"Gray-headed Canary-Flycatcher",1,15,"H","Culicicapa ceylonensis","GHCF","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,1,"Greenish Warbler",1,0,"H","Phylloscopus trochiloides","GRWA","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,1,"Large-billed Leaf Warbler",2,20,"H","Phylloscopus magnirostris","LBLW","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,1,"Velvet-fronted Nuthatch",1,30,"H","Sitta frontalis","VFNU","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,1,"Brown-cheeked Fulvetta",1,30,"H","Alcippe poioicephala","BCFU","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,1,"Nilgiri Flowerpecker",1,20,"H","Dicaeum concolor","NIFP","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,1,"Brown-cheeked Fulvetta",1,15,"H","Alcippe poioicephala","BCFU","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,1,"Yellow-browed Bulbul",1,15,"H","Iole indica","YBBU","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,1,"Indian Scimitar-Babbler",1,30,"H","Pomatorhinus horsfieldii","ISBA","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,1,"Greenish Warbler",1,30,"H","Phylloscopus trochiloides","GRWA","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,2,"Greenish Warbler",1,5,"H","Phylloscopus trochiloides","GRWA","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,2,"Crimson-backed Sunbird",1,15,"H","Leptocoma minima","CBSU","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,2,"Yellow-browed Bulbul",1,20,"H","Iole indica","YBBU","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,2,"Indian White-eye",1,10,"H","Zosterops palpebrosus","IWEY","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,2,"Nilgiri Flycatcher",1,20,"H","Eumyias albicaudatus","NIFL","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,3,"Black-naped Monarch",2,20,"H","Hypothymis azurea","BNMO","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,3,"Square-tailed Bulbul",1,30,"H","Hypsipetes ganeesa ganeesa","STBU","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,3,"Nilgiri Flowerpecker",1,15,"H","Dicaeum concolor","NIFP","6AM to 7AM","point_count"
"2019-11-07","HP36P4B","BM",6.44,3,"White-bellied Blue Flycatcher",1,20,"H","Cyornis pallidipes","WBBF","6AM to 7AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,1,"Yellow-browed Bulbul",1,10,"H","Iole indica","YBBU","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,1,"Gray-headed Canary-Flycatcher",1,20,"H","Culicicapa ceylonensis","GHCF","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,1,"Gray Junglefowl",1,20,"H","Gallus sonneratii","GRJU","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,1,"Square-tailed Bulbul",1,10,"H","Hypsipetes ganeesa ganeesa","STBU","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,1,"White-cheeked Barbet",1,30,"H","Psilopogon viridis","WCBA","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,1,"Asian Fairy-bluebird",1,15,"H","Irena puella","AFBL","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,1,"White-cheeked Barbet",1,10,"H","Psilopogon viridis","WCBA","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,1,"White-cheeked Barbet",1,20,"H","Psilopogon viridis","WCBA","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,1,"Greenish Warbler",1,5,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,1,"Greenish Warbler",1,15,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,1,"Velvet-fronted Nuthatch",1,15,"H","Sitta frontalis","VFNU","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,1,"Indian Scimitar-Babbler",1,30,"H","Pomatorhinus horsfieldii","ISBA","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,2,"Greenish Warbler",1,10,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,2,"Puff-throated Babbler",1,20,"H","Pellorneum ruficeps","PTBA","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,3,"Nilgiri Flowerpecker",1,5,"H","Dicaeum concolor","NIFP","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,3,"Large-billed Leaf Warbler",1,10,"H","Phylloscopus magnirostris","LBLW","7AM to 8AM","point_count"
"2020-01-06","HP37P1B","BM",7.38,3,"Vernal Hanging-Parrot",1,15,"H","Loriculus vernalis","VHPA","7AM to 8AM","point_count"
"2020-02-14","HP37P1B","BM",8.27,1,"Vernal Hanging-Parrot",1,5,"H","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
"2020-02-14","HP37P1B","BM",8.27,1,"Asian Fairy-bluebird",1,10,"H","Irena puella","AFBL","8AM to 9AM","point_count"
"2020-02-14","HP37P1B","BM",8.27,1,"Malabar Whistling-Thrush",1,20,"H","Myophonus horsfieldii","MWTH","8AM to 9AM","point_count"
"2020-02-14","HP37P1B","BM",8.27,1,"White-cheeked Barbet",2,15,"H","Psilopogon viridis","WCBA","8AM to 9AM","point_count"
"2020-02-14","HP37P1B","BM",8.27,1,"Greenish Warbler",1,15,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","point_count"
"2020-02-14","HP37P1B","BM",8.27,1,"Yellow-browed Bulbul",1,30,"H","Iole indica","YBBU","8AM to 9AM","point_count"
"2020-02-14","HP37P1B","BM",8.27,1,"Greenish Warbler",1,10,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","point_count"
"2020-02-14","HP37P1B","BM",8.27,2,"Nilgiri Flowerpecker",1,15,"H","Dicaeum concolor","NIFP","8AM to 9AM","point_count"
"2020-02-14","HP37P1B","BM",8.27,2,"Little Spiderhunter",1,30,"H","Arachnothera longirostra","LISP","8AM to 9AM","point_count"
"2020-02-14","HP37P1B","BM",8.27,3,"Indian White-eye",1,15,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","point_count"
"2020-02-14","HP37P1B","BM",8.27,3,"Puff-throated Babbler",1,30,"H","Pellorneum ruficeps","PTBA","8AM to 9AM","point_count"
"2020-02-14","HP37P1B","BM",8.27,3,"Vernal Hanging-Parrot",1,5,"H","Loriculus vernalis","VHPA","8AM to 9AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,1,"Gray-headed Canary-Flycatcher",1,20,"H","Culicicapa ceylonensis","GHCF","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,1,"Puff-throated Babbler",1,30,"H","Pellorneum ruficeps","PTBA","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,1,"Indian Paradise-Flycatcher",1,15,"H","Terpsiphone paradisi","IPFL","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,1,"Large-billed Leaf Warbler",1,20,"H","Phylloscopus magnirostris","LBLW","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,1,"Brown-cheeked Fulvetta",1,30,"H","Alcippe poioicephala","BCFU","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,1,"Greenish Warbler",1,30,"H","Phylloscopus trochiloides","GRWA","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,1,"Velvet-fronted Nuthatch",1,20,"H","Sitta frontalis","VFNU","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,1,"White-cheeked Barbet",1,20,"H","Psilopogon viridis","WCBA","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,1,"Yellow-browed Bulbul",1,10,"H","Iole indica","YBBU","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,1,"Indian White-eye",1,10,"H","Zosterops palpebrosus","IWEY","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,2,"Nilgiri Flowerpecker",1,0,"H","Dicaeum concolor","NIFP","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,2,"Square-tailed Bulbul",1,10,"H","Hypsipetes ganeesa ganeesa","STBU","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,2,"Large-billed Leaf Warbler",1,30,"H","Phylloscopus magnirostris","LBLW","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,2,"Little Spiderhunter",1,30,"H","Arachnothera longirostra","LISP","6AM to 7AM","point_count"
"2019-12-12","HP37P1B","BM",6.59,3,"Greenish Warbler",1,5,"H","Phylloscopus trochiloides","GRWA","6AM to 7AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,1,"Puff-throated Babbler",1,30,"H","Pellorneum ruficeps","PTBA","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,1,"Asian Emerald Dove",1,20,"H","Chalcophaps indica","AEDO","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,1,"Crimson-backed Sunbird",1,15,"H","Leptocoma minima","CBSU","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,1,"Yellow-browed Bulbul",1,20,"H","Iole indica","YBBU","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,1,"Nilgiri Flowerpecker",1,15,"H","Dicaeum concolor","NIFP","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,1,"Greenish Warbler",1,20,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,1,"Greenish Warbler",1,30,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,2,"Vernal Hanging-Parrot",1,15,"H","Loriculus vernalis","VHPA","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,2,"Velvet-fronted Nuthatch",1,20,"H","Sitta frontalis","VFNU","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,2,"Greenish Warbler",1,15,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,2,"White-cheeked Barbet",1,20,"H","Psilopogon viridis","WCBA","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,2,"Malabar Whistling-Thrush",1,50,"H","Myophonus horsfieldii","MWTH","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,2,"Square-tailed Bulbul",1,30,"H","Hypsipetes ganeesa ganeesa","STBU","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,3,"Ashy Drongo",1,15,"H","Dicrurus leucophaeus","ASDR","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,3,"Vernal Hanging-Parrot",1,15,"H","Loriculus vernalis","VHPA","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,3,"Indian Scimitar-Babbler",1,30,"H","Pomatorhinus horsfieldii","ISBA","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,3,"Large-billed Leaf Warbler",2,20,"H","Phylloscopus magnirostris","LBLW","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,3,"Greater Flameback",1,30,"H","Chrysocolaptes guttacristatus","GRFL","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,3,"Mountain Imperial-Pigeon",1,30,"H","Ducula badia","MIPI","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,3,"Brown-cheeked Fulvetta",1,20,"H","Alcippe poioicephala","BCFU","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,3,"Black-naped Monarch",1,15,"H","Hypothymis azurea","BNMO","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,3,"Large-billed Leaf Warbler",1,15,"H","Phylloscopus magnirostris","LBLW","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,3,"Greenish Warbler",1,15,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,3,"Gray-headed Canary-Flycatcher",1,15,"H","Culicicapa ceylonensis","GHCF","7AM to 8AM","point_count"
"2019-11-15","HP37P1B","BM",7.54,3,"Indian Paradise-Flycatcher",1,15,"H","Terpsiphone paradisi","IPFL","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"Gray-headed Canary-Flycatcher",1,10,"H","Culicicapa ceylonensis","GHCF","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"Yellow-browed Bulbul",1,20,"H","Iole indica","YBBU","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"Large-billed Leaf Warbler",1,15,"H","Phylloscopus magnirostris","LBLW","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"Puff-throated Babbler",1,30,"H","Pellorneum ruficeps","PTBA","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"Greenish Warbler",1,10,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"Asian Emerald Dove",1,30,"H","Chalcophaps indica","AEDO","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"Asian Emerald Dove",1,30,"H","Chalcophaps indica","AEDO","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"Little Spiderhunter",1,20,"H","Arachnothera longirostra","LISP","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"Indian Scimitar-Babbler",1,30,"H","Pomatorhinus horsfieldii","ISBA","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"Nilgiri Flowerpecker",1,15,"H","Dicaeum concolor","NIFP","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"White-bellied Treepie",1,30,"H","Dendrocitta leucogastra","WBTR","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"Greenish Warbler",1,10,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"White-cheeked Barbet",2,30,"H","Psilopogon viridis","WCBA","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,1,"Large-billed Leaf Warbler",1,20,"H","Phylloscopus magnirostris","LBLW","7AM to 8AM","point_count"
"2020-01-27","HP37P1B","BM",7.17,2,"Velvet-fronted Nuthatch",1,10,"H","Sitta frontalis","VFNU","7AM to 8AM","point_count"
